choice_id,persona_id,program_id,node_id,offer_id,probability_status,probability_value,priority_label,method_family,plain_language_explanation,specific_advice,missing_inputs,user_locked
CHOICE-02-05,P2-PER-002,BEH-002,P2-NODE-005,OFFER-P2-NODE-005-P2-PER-002,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,运动健身人群在南门露天剧场的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：补水；当前可讨论的需求方向是：运动补给、轻食、装备小件、拉伸康复。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕运动健身人群补齐触发时段、路线、停留和放弃条件。；把南门露天剧场的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「现烤烘焙,真实客流；转化率；收益成本；运营授权；DWG几何；装修/人工/运营成本；needs_route_and_dwell_time_observation；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-02-06,P2-PER-002,BEH-002,P2-NODE-006,OFFER-P2-NODE-006-P2-PER-002,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,运动健身人群在10#2A03分区管理中心的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：补水；当前可讨论的需求方向是：运动补给、轻食、装备小件、拉伸康复。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕运动健身人群补齐触发时段、路线、停留和放弃条件。；把10#2A03分区管理中心的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「中医诊疗（诊室,真实客流；转化率；收益成本；运营授权；DWG几何；needs_route_and_dwell_time_observation；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-03-01,P2-PER-003,BEH-003,P2-NODE-001,OFFER-P2-NODE-001-P2-PER-003,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,周边白领与社交人群在桃花源白房子的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：搜索咖啡/简餐；当前可讨论的需求方向是：咖啡、烘焙、早午餐、轻社交空间。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕周边白领与社交人群补齐触发时段、路线、停留和放弃条件。；把桃花源白房子的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「咖啡,真实客流；转化率；收益成本；运营授权；DWG几何；needs_real_time_peak_and_conversion_rate；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-03-02,P2-PER-003,BEH-003,P2-NODE-002,OFFER-P2-NODE-002-P2-PER-003,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,周边白领与社交人群在奥运廉洁主题展馆的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：搜索咖啡/简餐；当前可讨论的需求方向是：咖啡、烘焙、早午餐、轻社交空间。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕周边白领与社交人群补齐触发时段、路线、停留和放弃条件。；把奥运廉洁主题展馆的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「接待大厅+健康展厅,真实客流；转化率；收益成本；运营授权；DWG几何；needs_real_time_peak_and_conversion_rate；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-03-03,P2-PER-003,BEH-003,P2-NODE-003,OFFER-P2-NODE-003-P2-PER-003,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,周边白领与社交人群在12#西分区管理中心的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：搜索咖啡/简餐；当前可讨论的需求方向是：咖啡、烘焙、早午餐、轻社交空间。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕周边白领与社交人群补齐触发时段、路线、停留和放弃条件。；把12#西分区管理中心的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「西式简餐,真实客流；转化率；收益成本；运营授权；DWG几何；客单价；needs_real_time_peak_and_conversion_rate；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-03-04,P2-PER-003,BEH-003,P2-NODE-004,OFFER-P2-NODE-004-P2-PER-003,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,周边白领与社交人群在南门地下预埋空间的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：搜索咖啡/简餐；当前可讨论的需求方向是：咖啡、烘焙、早午餐、轻社交空间。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕周边白领与社交人群补齐触发时段、路线、停留和放弃条件。；把南门地下预埋空间的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「运动户外品牌折扣,真实客流；转化率；收益成本；运营授权；DWG几何；租金/分成；needs_real_time_peak_and_conversion_rate；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-03-05,P2-PER-003,BEH-003,P2-NODE-005,OFFER-P2-NODE-005-P2-PER-003,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,周边白领与社交人群在南门露天剧场的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：搜索咖啡/简餐；当前可讨论的需求方向是：咖啡、烘焙、早午餐、轻社交空间。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕周边白领与社交人群补齐触发时段、路线、停留和放弃条件。；把南门露天剧场的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「现烤烘焙,真实客流；转化率；收益成本；运营授权；DWG几何；装修/人工/运营成本；needs_real_time_peak_and_conversion_rate；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-03-06,P2-PER-003,BEH-003,P2-NODE-006,OFFER-P2-NODE-006-P2-PER-003,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,周边白领与社交人群在10#2A03分区管理中心的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：搜索咖啡/简餐；当前可讨论的需求方向是：咖啡、烘焙、早午餐、轻社交空间。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕周边白领与社交人群补齐触发时段、路线、停留和放弃条件。；把10#2A03分区管理中心的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「中医诊疗（诊室,真实客流；转化率；收益成本；运营授权；DWG几何；needs_real_time_peak_and_conversion_rate；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-04-01,P2-PER-004,BEH-005,P2-NODE-001,OFFER-P2-NODE-001-P2-PER-004,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,老人康养人群在桃花源白房子的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：晨练后寻找座椅；当前可讨论的需求方向是：茶饮、康养理疗、轻食、文化课程。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕老人康养人群补齐触发时段、路线、停留和放弃条件。；把桃花源白房子的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「咖啡,真实客流；转化率；收益成本；运营授权；DWG几何；needs_age_mix_and_service_acceptance_data；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-04-02,P2-PER-004,BEH-005,P2-NODE-002,OFFER-P2-NODE-002-P2-PER-004,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,老人康养人群在奥运廉洁主题展馆的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：晨练后寻找座椅；当前可讨论的需求方向是：茶饮、康养理疗、轻食、文化课程。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕老人康养人群补齐触发时段、路线、停留和放弃条件。；把奥运廉洁主题展馆的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「接待大厅+健康展厅,真实客流；转化率；收益成本；运营授权；DWG几何；needs_age_mix_and_service_acceptance_data；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-04-03,P2-PER-004,BEH-005,P2-NODE-003,OFFER-P2-NODE-003-P2-PER-004,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,老人康养人群在12#西分区管理中心的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：晨练后寻找座椅；当前可讨论的需求方向是：茶饮、康养理疗、轻食、文化课程。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕老人康养人群补齐触发时段、路线、停留和放弃条件。；把12#西分区管理中心的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「西式简餐,真实客流；转化率；收益成本；运营授权；DWG几何；客单价；needs_age_mix_and_service_acceptance_data；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-04-04,P2-PER-004,BEH-005,P2-NODE-004,OFFER-P2-NODE-004-P2-PER-004,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,老人康养人群在南门地下预埋空间的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：晨练后寻找座椅；当前可讨论的需求方向是：茶饮、康养理疗、轻食、文化课程。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕老人康养人群补齐触发时段、路线、停留和放弃条件。；把南门地下预埋空间的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「运动户外品牌折扣,真实客流；转化率；收益成本；运营授权；DWG几何；租金/分成；needs_age_mix_and_service_acceptance_data；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-04-05,P2-PER-004,BEH-005,P2-NODE-005,OFFER-P2-NODE-005-P2-PER-004,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,老人康养人群在南门露天剧场的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：晨练后寻找座椅；当前可讨论的需求方向是：茶饮、康养理疗、轻食、文化课程。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕老人康养人群补齐触发时段、路线、停留和放弃条件。；把南门露天剧场的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「现烤烘焙,真实客流；转化率；收益成本；运营授权；DWG几何；装修/人工/运营成本；needs_age_mix_and_service_acceptance_data；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-04-06,P2-PER-004,BEH-005,P2-NODE-006,OFFER-P2-NODE-006-P2-PER-004,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,老人康养人群在10#2A03分区管理中心的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：晨练后寻找座椅；当前可讨论的需求方向是：茶饮、康养理疗、轻食、文化课程。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕老人康养人群补齐触发时段、路线、停留和放弃条件。；把10#2A03分区管理中心的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「中医诊疗（诊室,真实客流；转化率；收益成本；运营授权；DWG几何；needs_age_mix_and_service_acceptance_data；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-05-01,P2-PER-005,BEH-006,P2-NODE-001,OFFER-P2-NODE-001-P2-PER-005,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,外地游客与文化参观人群在桃花源白房子的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：看导览；当前可讨论的需求方向是：文创、纪念品、展陈体验、特色餐饮。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕外地游客与文化参观人群补齐触发时段、路线、停留和放弃条件。；把桃花源白房子的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「咖啡,真实客流；转化率；收益成本；运营授权；DWG几何；needs_origin_profile_and_route_choice_data；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-05-02,P2-PER-005,BEH-006,P2-NODE-002,OFFER-P2-NODE-002-P2-PER-005,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,外地游客与文化参观人群在奥运廉洁主题展馆的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：看导览；当前可讨论的需求方向是：文创、纪念品、展陈体验、特色餐饮。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕外地游客与文化参观人群补齐触发时段、路线、停留和放弃条件。；把奥运廉洁主题展馆的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「接待大厅+健康展厅,真实客流；转化率；收益成本；运营授权；DWG几何；needs_origin_profile_and_route_choice_data；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-05-03,P2-PER-005,BEH-006,P2-NODE-003,OFFER-P2-NODE-003-P2-PER-005,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,外地游客与文化参观人群在12#西分区管理中心的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：看导览；当前可讨论的需求方向是：文创、纪念品、展陈体验、特色餐饮。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕外地游客与文化参观人群补齐触发时段、路线、停留和放弃条件。；把12#西分区管理中心的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「西式简餐,真实客流；转化率；收益成本；运营授权；DWG几何；客单价；needs_origin_profile_and_route_choice_data；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-05-04,P2-PER-005,BEH-006,P2-NODE-004,OFFER-P2-NODE-004-P2-PER-005,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,外地游客与文化参观人群在南门地下预埋空间的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：看导览；当前可讨论的需求方向是：文创、纪念品、展陈体验、特色餐饮。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕外地游客与文化参观人群补齐触发时段、路线、停留和放弃条件。；把南门地下预埋空间的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「运动户外品牌折扣,真实客流；转化率；收益成本；运营授权；DWG几何；租金/分成；needs_origin_profile_and_route_choice_data；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
CHOICE-05-05,P2-PER-005,BEH-006,P2-NODE-005,OFFER-P2-NODE-005-P2-PER-005,needs_review,,补资料后判断,behavior_program;poi_tgi_gap;placeholder,外地游客与文化参观人群在南门露天剧场的消费选择目前只能做候选判断，不能给真实概率。；已有行为草稿提示：看导览；当前可讨论的需求方向是：文创、纪念品、展陈体验、特色餐饮。；缺少真实客流、路径、排队、转化率和授权信息，因此不能把该候选写成最终推荐。,先围绕外地游客与文化参观人群补齐触发时段、路线、停留和放弃条件。；把南门露天剧场的业态假设拆成可验证的小服务项，再决定是否采用。；补齐真实客流和转化率后，再允许从候选优先级进入概率估计。；先把该节点标为「补资料后判断」，不要进入最终推荐或收益测算。；围绕「现烤烘焙,真实客流；转化率；收益成本；运营授权；DWG几何；装修/人工/运营成本；needs_origin_profile_and_route_choice_data；按入口/节点/时段的真实客流；从到访到消费的转化率；路线距离、绕行、排队和营业时段；收益成本和运营授权,false
