node_candidate_id,query_id,park_id,park_name,keyword,node_kind,amap_poi_id,node_name,amap_type,address,longitude,latitude,semantic_node_type_draft,route_use_priority_draft,official_entrance_likelihood_draft,visitor_origin_suitability_draft,needs_field_validation,reason_draft,output_status,executor,model,review_gate,llm_task_id,run_id
NODE-CAND-0011,city_green_heart_green_heart_road,sample_city_green_heart,城市绿心森林公园,城市绿心森林公园绿心路入口,park_gate_or_road_node,B0G231DWY1,城市绿心森林公园儿童游戏场,体育休闲服务;体育休闲服务场所;体育休闲服务场所,城市绿心森林公园(西南角),116.717080,39.867014,internal_facility_node,P2_context_or_internal_node,low,low,yes,儿童游戏场为体育休闲场所，属内部设施，不是入口,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0012,olympic_south_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园南门,park_gate,B000A8XDCI,奥林匹克森林公园南园,风景名胜;风景名胜;国家级景点,北五环辅路奥林匹克森林公园,116.391365,40.016194,park_area_centroid_or_generic,P2_context_or_internal_node,low,low,yes,奥林匹克森林公园南园为泛称/区域名，非具体门,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0013,olympic_south_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园南门,park_gate,B0FFFTJYBY,奥林匹克森林公园-南门站,交通设施服务;交通服务相关;交通服务相关,科荟路33号奥林匹克森林公园南园东南角,116.393518,40.011871,transit_or_station_node,P1_valid_visit_node_candidate,low,high,yes,南门站为交通设施站点，可作访问节点，但不是官方入口,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0014,olympic_south_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园南门,park_gate,B0IB2DU19R,奥林匹克森林公园南园南门观光车售票厅,生活服务;售票处;售票处,奥林匹克森林公园南园南门,116.393460,40.011892,internal_facility_node,P1_valid_visit_node_candidate,low,medium,yes,观光车售票厅为内部服务设施，非入口但可作为访问起点,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0015,olympic_south_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园南门,park_gate,B0FFFV3PCB,奥林匹克森林公园-西门站,交通设施服务;交通服务相关;交通服务相关,科荟路33号奥林匹克森林公园南园内(西侧),116.383416,40.015242,transit_or_station_node,P1_valid_visit_node_candidate,low,high,yes,西门站为交通站点，可作访问节点，非官方入口,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0016,olympic_south_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园南门,park_gate,B0FFGLJXC8,奥林匹克森林公园南门东侧地面停车场,交通设施服务;停车场;公共停车场,奥林匹克森林公园南园(东南角),116.395888,40.010289,parking_access_node,P1_valid_visit_node_candidate,low,high,yes,南门东侧地面停车场为停车设施，可作访问起点,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0017,olympic_south_west_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园西门,park_gate,B0FFG8Z4TP,奥林匹克森林公园南园西门停车场(出入口),交通设施服务;停车场;停车场出入口,奥林匹克森林公园南园西门停车场,116.375214,40.013604,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,停车场出入口，非官方门，可作为访问节点,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0018,olympic_south_west_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园西门,park_gate,B000AAC5XQ,奥林匹克森林公园南园西门停车场,交通设施服务;停车场;公共停车场,科荟路33号奥林匹克公园内,116.375997,40.014005,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,公共停车场，非官方入口,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0019,olympic_south_west_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园西门,park_gate,B0FFFWLLFB,奥林匹克森林公园南园S3西车场,交通设施服务;停车场;公共停车场,科荟路33号奥林匹克森林公园南园内(东北角),116.400974,40.021469,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,停车场，非官方门,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0020,olympic_south_west_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园西门,park_gate,B0FFHC9CXL,奥林匹克森林公园南园国奥村停车场,交通设施服务;停车场;公共停车场,奥林匹克森林公园南园(西南角),116.382104,40.010859,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,停车场，非官方入口,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0021,olympic_south_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园东门,park_gate,B0FFMBGROJ,奥林匹克森林公园南园-东门站,风景名胜;风景名胜相关;旅游景点,科荟路33号奥林匹克森林公园南园内(东侧),116.399405,40.016791,transit_or_station_node,P1_valid_visit_node_candidate,medium,medium,yes,站点类，有东门字样但不是明确出入口，可作访问节点,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0022,olympic_south_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园东门,park_gate,B0FFHC98X0,奥林匹克森林公园南园东门停车场(出入口),交通设施服务;停车场;停车场出入口,奥林匹克森林公园南园东门停车场,116.407601,40.017245,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,停车场出入口，非官方门,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0023,olympic_south_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园东门,park_gate,B000A83GVD,奥林匹克森林公园南园东门停车场,交通设施服务;停车场;公共停车场,科荟路33号奥林匹克森林公园南园内(东侧),116.407178,40.016982,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,公共停车场，非官方入口,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0024,olympic_north_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园北门,park_gate,B000A8XM58,奥林匹克森林公园北园,风景名胜;风景名胜;国家级景点,北京市奥运村街道科荟路33号,116.393173,40.027647,park_area_centroid_or_generic,P2_context_or_internal_node,low,low,yes,公园区域名，非出入口,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0025,olympic_north_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园北门,park_gate,B0FFGZJL0U,奥林匹克森林公园北园北门地面停车场(出入口),交通设施服务;停车场;停车场出入口,奥林匹克森林公园北园北门地面停车场,116.406282,40.032677,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,名称含停车场出入口，非官方门，可作为停车访问节点。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0026,olympic_north_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园北门,park_gate,B0FFGZJL0S,奥林匹克森林公园北园南门停车场(入口),交通设施服务;停车场;停车场入口,安立路奥林匹克森林公园北园内(东南角),116.400350,40.023097,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,停车场入口，非官方门。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0027,olympic_north_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园北门,park_gate,B0FFM7Q3CZ,奥林匹克森林公园北园西门停车场,交通设施服务;停车场;公共停车场,安立路奥林匹克森林公园北园内(西侧),116.375682,40.027208,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,公共停车场，非官方门。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0028,olympic_north_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园北门,park_gate,B0FFL4WFET,奥林匹克森林公园北园西门停车场(入口),交通设施服务;停车场;停车场入口,奥森N6车场,116.374499,40.026934,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,停车场入口，非官方门。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0029,olympic_north_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园东门,park_gate,B0FFFL3F3P,奥林匹克森林公园北园东门1号停车场(入口),交通设施服务;停车场;停车场入口,安立路25号奥森N2车场,116.409055,40.026979,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,停车场入口，非官方门。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0030,olympic_north_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园东门,park_gate,B0FFK4CA2M,奥林匹克森林公园北园东门1号停车场,交通设施服务;停车场;公共停车场,安立路25号,116.408477,40.026628,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,公共停车场，非官方门。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0031,olympic_north_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园东门,park_gate,B0HB65LBM4,奥林匹克森林公园北园东门1号停车场(出口),交通设施服务;停车场;停车场出口,安立路25号奥森N2车场,116.408926,40.026881,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,停车场出口，非官方门。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0032,olympic_north_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园东门,park_gate,B0FFHCXINW,奥林匹克森林公园北园东门2号停车场(暂停营业),交通设施服务;停车场;公共停车场,安立路奥林匹克公园内,116.406637,40.026578,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,停车场（暂停营业），非官方门。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0033,olympic_north_south_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园南门,park_gate,B0FFG71KTT,奥森N1车场,交通设施服务;停车场;公共停车场,北五环辅路与奥林东路西侧,116.400305,40.024018,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,名称为车场，类型为停车场，非官方门，可作停车访问节点,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0034,olympic_north_south_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园南门,park_gate,B0H3TSH9NY,奥林匹克森林公园北园-南门站游乐车电瓶车售票处,生活服务;售票处;售票处,科荟路33号奥林匹克森林公园北园(东侧),116.398991,40.026304,transit_or_station_node,P1_valid_visit_node_candidate,low,medium,yes,售票处关联南门站，为内部接驳站点，非官方门，可作访问节点,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0035,olympic_north_south_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园南门,park_gate,B0FFFDQISO,奥林匹克森林公园北园北门地面停车场,交通设施服务;停车场;公共停车场,清林东路与清林路交叉口东南50米,116.406531,40.032699,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,停车场紧邻北门，可作停车后入口点，非官方门,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0036,olympic_north_sports_park,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园,park_internal_node,B0FFGY5M1V,奥林匹克森林公园北园体育园,风景名胜;公园广场;公园|体育休闲服务;运动场馆;运动场所,科荟路附近,116.407485,40.031081,internal_facility_node,P2_context_or_internal_node,low,low,yes,公园内部体育场馆区域，非入口,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0037,olympic_north_sports_park,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园,park_internal_node,B0H3GC4OMM,奥林匹克森林公园北园-体育园地面停车场,交通设施服务;停车场;公共停车场,奥林匹克森林公园北园-体育园,116.409384,40.031279,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,体育园停车场，可作访问节点,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0038,olympic_north_sports_park,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园,park_internal_node,B0H3GC4OMN,奥林匹克森林公园北园-体育园地面停车场(出入口),交通设施服务;停车场;停车场出入口,奥林匹克森林公园北园-体育园地面停车场,116.409660,40.031418,parking_access_node,P1_valid_visit_node_candidate,low,medium,yes,停车场出入口，可作驾车到达点,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0039,olympic_north_sports_park,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园,park_internal_node,B0H0UOROU8,奥林匹克森林公园北园体育园-乒乓球室,体育休闲服务;运动场馆;乒乓球馆,安立路奥林匹克森林公园北园体育园,116.407834,40.030595,internal_facility_node,P2_context_or_internal_node,low,low,yes,公园内部乒乓球室，非入口,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0040,olympic_north_sports_park,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园,park_internal_node,B0LG4HEOP3,奥林匹克森林公园北园体育园-气膜羽毛球馆,体育休闲服务;运动场馆;羽毛球场,双苑路与拂林西街交叉口西220米,116.408444,40.030613,internal_facility_node,P2_context_or_internal_node,low,low,yes,公园内部羽毛球馆，非入口,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0041,olympic_national_tennis_center,sample_olympic_forest,奥林匹克森林公园,国家网球中心,nearby_transit_or_visit_node,B0FFF35NT8,国家网球中心莲花球场,体育休闲服务;运动场馆;网球场,林萃路国家网球中心内(近林萃桥),116.379653,40.020442,nearby_commercial_or_wrong_match,P3_low_confidence_or_wrong_match,low,low,yes,高德类型为网球场，地址位于林萃路国家网球中心内，属体育场馆而非公园官方入口，不宜作为入口候选。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0042,olympic_national_tennis_center,sample_olympic_forest,奥林匹克森林公园,国家网球中心,nearby_transit_or_visit_node,B0FFF73NZ9,国家网球中心,体育休闲服务;运动场馆;网球场,林萃路2号(林萃桥地铁站C2东南口步行380米),116.378465,40.020644,nearby_commercial_or_wrong_match,P3_low_confidence_or_wrong_match,low,low,yes,名称为国家网球中心，类型为网球场，地址为林萃路2号，非公园入口，属于附近运动场馆。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0043,olympic_national_tennis_center,sample_olympic_forest,奥林匹克森林公园,国家网球中心,nearby_transit_or_visit_node,B0FFI1Z1WC,国家网球中心F区,体育休闲服务;运动场馆;网球场,林萃路(林萃桥地铁站C2东南口步行330米),116.375665,40.019229,nearby_commercial_or_wrong_match,P3_low_confidence_or_wrong_match,low,low,yes,国家网球中心F区，类型为网球场，非公园官方入口，不适合作为入口代理。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0044,olympic_national_tennis_center,sample_olympic_forest,奥林匹克森林公园,国家网球中心,nearby_transit_or_visit_node,B0HRLKX5H1,国家网球中心B场,体育休闲服务;运动场馆;运动场所,林萃路2号国家网球中心内(西北角),116.381167,40.021456,nearby_commercial_or_wrong_match,P3_low_confidence_or_wrong_match,low,low,yes,国家网球中心B场，运动场所，非公园入口，属于体育场馆。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
NODE-CAND-0045,olympic_national_tennis_center,sample_olympic_forest,奥林匹克森林公园,国家网球中心,nearby_transit_or_visit_node,B0FFJJLBPN,国家网球中心G区,体育休闲服务;体育休闲服务场所;体育休闲服务场所,科荟路33号奥林匹克森林公园南园内(西侧),116.381813,40.012676,internal_facility_node,P2_context_or_internal_node,low,medium,yes,地址明确位于奥林匹克森林公园南园内，为公园内部网球场馆，非官方入口，但可作为内部访问节点。,draft,deepseek,deepseek-v4-pro,node_semantic_sampling,LLM-011,20260526T010440Z
