run_id,query_id,park_id,park_name,keyword,node_kind,amap_poi_id,node_name,amap_type,address,longitude,latitude,candidate_rank,candidate_status,notes
20260525T092512Z,olympic_south_west_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园西门,park_gate,B000AAC5XQ,奥林匹克森林公园南园西门停车场,交通设施服务;停车场;公共停车场,科荟路33号奥林匹克公园内,116.375997,40.014005,3,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_south_west_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园西门,park_gate,B0FFFWLLFB,奥林匹克森林公园南园S3西车场,交通设施服务;停车场;公共停车场,科荟路33号奥林匹克森林公园南园内(东北角),116.400974,40.021469,4,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_south_west_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园西门,park_gate,B0FFHC9CXL,奥林匹克森林公园南园国奥村停车场,交通设施服务;停车场;公共停车场,奥林匹克森林公园南园(西南角),116.382104,40.010859,5,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_south_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园东门,park_gate,B0FFMBGROJ,奥林匹克森林公园南园-东门站,风景名胜;风景名胜相关;旅游景点,科荟路33号奥林匹克森林公园南园内(东侧),116.399405,40.016791,1,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_south_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园东门,park_gate,B0FFHC98X0,奥林匹克森林公园南园东门停车场(出入口),交通设施服务;停车场;停车场出入口,奥林匹克森林公园南园东门停车场,116.407601,40.017245,2,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_south_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园东门,park_gate,B000A83GVD,奥林匹克森林公园南园东门停车场,交通设施服务;停车场;公共停车场,科荟路33号奥林匹克森林公园南园内(东侧),116.407178,40.016982,3,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园北门,park_gate,B000A8XM58,奥林匹克森林公园北园,风景名胜;风景名胜;国家级景点,北京市奥运村街道科荟路33号,116.393173,40.027647,1,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园北门,park_gate,B0FFGZJL0U,奥林匹克森林公园北园北门地面停车场(出入口),交通设施服务;停车场;停车场出入口,奥林匹克森林公园北园北门地面停车场,116.406282,40.032677,2,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园北门,park_gate,B0FFGZJL0S,奥林匹克森林公园北园南门停车场(入口),交通设施服务;停车场;停车场入口,安立路奥林匹克森林公园北园内(东南角),116.400350,40.023097,3,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园北门,park_gate,B0FFM7Q3CZ,奥林匹克森林公园北园西门停车场,交通设施服务;停车场;公共停车场,安立路奥林匹克森林公园北园内(西侧),116.375682,40.027208,4,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园北门,park_gate,B0FFL4WFET,奥林匹克森林公园北园西门停车场(入口),交通设施服务;停车场;停车场入口,奥森N6车场,116.374499,40.026934,5,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园东门,park_gate,B0FFFL3F3P,奥林匹克森林公园北园东门1号停车场(入口),交通设施服务;停车场;停车场入口,安立路25号奥森N2车场,116.409055,40.026979,1,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园东门,park_gate,B0FFK4CA2M,奥林匹克森林公园北园东门1号停车场,交通设施服务;停车场;公共停车场,安立路25号,116.408477,40.026628,2,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园东门,park_gate,B0HB65LBM4,奥林匹克森林公园北园东门1号停车场(出口),交通设施服务;停车场;停车场出口,安立路25号奥森N2车场,116.408926,40.026881,3,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_east_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园东门,park_gate,B0FFHCXINW,奥林匹克森林公园北园东门2号停车场(暂停营业),交通设施服务;停车场;公共停车场,安立路奥林匹克公园内,116.406637,40.026578,4,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_south_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园南门,park_gate,B0FFG71KTT,奥森N1车场,交通设施服务;停车场;公共停车场,北五环辅路与奥林东路西侧,116.400305,40.024018,2,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_south_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园南门,park_gate,B0H3TSH9NY,奥林匹克森林公园北园-南门站游乐车电瓶车售票处,生活服务;售票处;售票处,科荟路33号奥林匹克森林公园北园(东侧),116.398991,40.026304,3,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_south_gate,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园南门,park_gate,B0FFFDQISO,奥林匹克森林公园北园北门地面停车场,交通设施服务;停车场;公共停车场,清林东路与清林路交叉口东南50米,116.406531,40.032699,4,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_sports_park,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园,park_internal_node,B0FFGY5M1V,奥林匹克森林公园北园体育园,风景名胜;公园广场;公园|体育休闲服务;运动场馆;运动场所,科荟路附近,116.407485,40.031081,1,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_sports_park,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园,park_internal_node,B0H3GC4OMM,奥林匹克森林公园北园-体育园地面停车场,交通设施服务;停车场;公共停车场,奥林匹克森林公园北园-体育园,116.409384,40.031279,2,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_sports_park,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园,park_internal_node,B0H3GC4OMN,奥林匹克森林公园北园-体育园地面停车场(出入口),交通设施服务;停车场;停车场出入口,奥林匹克森林公园北园-体育园地面停车场,116.409660,40.031418,3,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_sports_park,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园,park_internal_node,B0H0UOROU8,奥林匹克森林公园北园体育园-乒乓球室,体育休闲服务;运动场馆;乒乓球馆,安立路奥林匹克森林公园北园体育园,116.407834,40.030595,4,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_north_sports_park,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园,park_internal_node,B0LG4HEOP3,奥林匹克森林公园北园体育园-气膜羽毛球馆,体育休闲服务;运动场馆;羽毛球场,双苑路与拂林西街交叉口西220米,116.408444,40.030613,5,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_national_tennis_center,sample_olympic_forest,奥林匹克森林公园,国家网球中心,nearby_transit_or_visit_node,B0FFF35NT8,国家网球中心莲花球场,体育休闲服务;运动场馆;网球场,林萃路国家网球中心内(近林萃桥),116.379653,40.020442,1,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_national_tennis_center,sample_olympic_forest,奥林匹克森林公园,国家网球中心,nearby_transit_or_visit_node,B0FFF73NZ9,国家网球中心,体育休闲服务;运动场馆;网球场,林萃路2号(林萃桥地铁站C2东南口步行380米),116.378465,40.020644,2,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_national_tennis_center,sample_olympic_forest,奥林匹克森林公园,国家网球中心,nearby_transit_or_visit_node,B0FFI1Z1WC,国家网球中心F区,体育休闲服务;运动场馆;网球场,林萃路(林萃桥地铁站C2东南口步行330米),116.375665,40.019229,3,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_national_tennis_center,sample_olympic_forest,奥林匹克森林公园,国家网球中心,nearby_transit_or_visit_node,B0HRLKX5H1,国家网球中心B场,体育休闲服务;运动场馆;运动场所,林萃路2号国家网球中心内(西北角),116.381167,40.021456,4,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
20260525T092512Z,olympic_national_tennis_center,sample_olympic_forest,奥林匹克森林公园,国家网球中心,nearby_transit_or_visit_node,B0FFJJLBPN,国家网球中心G区,体育休闲服务;体育休闲服务场所;体育休闲服务场所,科荟路33号奥林匹克森林公园南园内(西侧),116.381813,40.012676,5,amap_text_candidate_needs_field_validation,高德文本搜索得到的入口/节点候选；可能是门、停车场、场馆或附近访问节点，需现场确认。
