run_id,work_item_id,candidate_id,park_id,park_name,poi_name,node_query_id,node_kind,node_name,node_longitude,node_latitude,destination_longitude,destination_latitude,node_to_poi_straight_distance_m,route_status,route_info,walking_distance_m,walking_duration_s,step_count,route_proxy_status,route_confidence,route_notes
20260525T092512Z,P0-INPARK-004,AMAP-POI-0073,sample_olympic_forest,奥林匹克森林公园,圣维岚运动装备奥森店,olympic_north_gate,park_gate,奥林匹克森林公园北园西门停车场,116.375682,40.027208,116.376762,40.026886,98.7,1,ok,126,101,4,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-004,AMAP-POI-0073,sample_olympic_forest,奥林匹克森林公园,圣维岚运动装备奥森店,olympic_north_gate,park_gate,奥林匹克森林公园北园西门停车场(入口),116.374499,40.026934,116.376762,40.026886,192.8,1,ok,227,182,3,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-004,AMAP-POI-0073,sample_olympic_forest,奥林匹克森林公园,圣维岚运动装备奥森店,olympic_national_tennis_center,nearby_transit_or_visit_node,国家网球中心,116.378465,40.020644,116.376762,40.026886,709.1,1,ok,1256,1005,8,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-004,AMAP-POI-0073,sample_olympic_forest,奥林匹克森林公园,圣维岚运动装备奥森店,olympic_national_tennis_center,nearby_transit_or_visit_node,国家网球中心B场,116.381167,40.021456,116.376762,40.026886,710.8,1,ok,1797,1438,11,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-005,AMAP-POI-0075,sample_olympic_forest,奥林匹克森林公园,LAWSON罗森(奥林匹克森林公园北园店),olympic_north_gate,park_gate,奥林匹克森林公园北园北门地面停车场(出入口),116.406282,40.032677,116.406125,40.031554,125.6,1,ok,128,102,2,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-005,AMAP-POI-0075,sample_olympic_forest,奥林匹克森林公园,LAWSON罗森(奥林匹克森林公园北园店),olympic_north_sports_park,park_internal_node,奥林匹克森林公园北园体育园,116.407485,40.031081,116.406125,40.031554,127.2,1,ok,189,151,4,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-005,AMAP-POI-0075,sample_olympic_forest,奥林匹克森林公园,LAWSON罗森(奥林匹克森林公园北园店),olympic_north_south_gate,park_gate,奥林匹克森林公园北园北门地面停车场,116.406531,40.032699,116.406125,40.031554,131.9,1,ok,153,122,3,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-005,AMAP-POI-0075,sample_olympic_forest,奥林匹克森林公园,LAWSON罗森(奥林匹克森林公园北园店),olympic_north_sports_park,park_internal_node,奥林匹克森林公园北园体育园-乒乓球室,116.407834,40.030595,116.406125,40.031554,180.4,1,ok,229,183,4,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-006,AMAP-POI-0144,sample_olympic_forest,奥林匹克森林公园,以沫咖啡,olympic_south_gate,park_gate,奥林匹克森林公园南园南门观光车售票厅,116.393460,40.011892,116.391469,40.011902,169.6,1,ok,183,146,1,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-006,AMAP-POI-0144,sample_olympic_forest,奥林匹克森林公园,以沫咖啡,olympic_south_gate,park_gate,奥林匹克森林公园-南门站,116.393518,40.011871,116.391469,40.011902,174.5,1,ok,186,149,1,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-006,AMAP-POI-0144,sample_olympic_forest,奥林匹克森林公园,以沫咖啡,olympic_south_gate,park_gate,奥林匹克森林公园南门东侧地面停车场,116.395888,40.010289,116.391469,40.011902,416.9,1,ok,886,709,5,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-006,AMAP-POI-0144,sample_olympic_forest,奥林匹克森林公园,以沫咖啡,olympic_south_gate,park_gate,奥林匹克森林公园南园,116.391365,40.016194,116.391469,40.011902,477.3,1,ok,1269,1015,5,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-007,AMAP-POI-0190,sample_olympic_forest,奥林匹克森林公园,赛百味(北顶奥森店),olympic_south_gate,park_gate,奥林匹克森林公园-西门站,116.383416,40.015242,116.381425,40.016925,252.5,1,ok,287,230,2,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-007,AMAP-POI-0190,sample_olympic_forest,奥林匹克森林公园,赛百味(北顶奥森店),olympic_national_tennis_center,nearby_transit_or_visit_node,国家网球中心莲花球场,116.379653,40.020442,116.381425,40.016925,419.2,1,ok,2313,1850,8,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-007,AMAP-POI-0190,sample_olympic_forest,奥林匹克森林公园,赛百味(北顶奥森店),olympic_national_tennis_center,nearby_transit_or_visit_node,国家网球中心G区,116.381813,40.012676,116.381425,40.016925,473.6,1,ok,719,575,6,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
20260525T092512Z,P0-INPARK-007,AMAP-POI-0190,sample_olympic_forest,奥林匹克森林公园,赛百味(北顶奥森店),olympic_national_tennis_center,nearby_transit_or_visit_node,国家网球中心,116.378465,40.020644,116.381425,40.016925,484.3,1,ok,2442,1954,8,entrance_or_node_proxy_route_returned_needs_field_validation,medium,入口/节点来自高德文本搜索，不等于官方入口清单；路径可用于 P1 代理核验，仍需现场或官方节点确认。
