semantic_review_id,node_candidate_id,park_id,park_name,node_name,amap_type,address,semantic_node_type_draft,route_use_priority_draft,official_entrance_likelihood_draft,visitor_origin_suitability_draft,local_rule_priority,final_use_gate,review_instruction,output_status
NODE-SEM-REVIEW-0003,NODE-CAND-0003,sample_city_green_heart,城市绿心森林公园,城市绿心森林公园P7停车场,交通设施服务;停车场;公共停车场,滨河南路城市绿心森林公园(西侧),parking_access_node,P1_valid_visit_node_candidate,low,high,P1_manual_check_parking_access,secondary_access_node_needs_field_confirmation,可作为停车/到达节点候选；需确认游客是否可从该节点进入或到达目标 POI。,draft
NODE-SEM-REVIEW-0005,NODE-CAND-0005,sample_city_green_heart,城市绿心森林公园,大运河森林公园西1门停车场,交通设施服务;停车场;公共停车场,通怀路与凝翠路交叉口西北240米,nearby_commercial_or_wrong_match,P3_low_confidence_or_wrong_match,low,low,P1_manual_check_parking_access,secondary_access_node_needs_field_confirmation,可作为停车/到达节点候选；需确认游客是否可从该节点进入或到达目标 POI。,draft
NODE-SEM-REVIEW-0037,NODE-CAND-0037,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园-体育园地面停车场,交通设施服务;停车场;公共停车场,奥林匹克森林公园北园-体育园,parking_access_node,P1_valid_visit_node_candidate,low,medium,P1_manual_check_parking_access,secondary_access_node_needs_field_confirmation,可作为停车/到达节点候选；需确认游客是否可从该节点进入或到达目标 POI。,draft
NODE-SEM-REVIEW-0020,NODE-CAND-0020,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园国奥村停车场,交通设施服务;停车场;公共停车场,奥林匹克森林公园南园(西南角),parking_access_node,P1_valid_visit_node_candidate,low,medium,P1_manual_check_parking_access,secondary_access_node_needs_field_confirmation,可作为停车/到达节点候选；需确认游客是否可从该节点进入或到达目标 POI。,draft
NODE-SEM-REVIEW-0006,NODE-CAND-0006,sample_city_green_heart,城市绿心森林公园,北京大运河博物馆(首都博物馆东馆),科教文化服务;博物馆;博物馆,滨河南路城市绿心森林公园(西北角),internal_facility_node,P2_context_or_internal_node,low,medium,P2_context_node_or_possible_wrong_match,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0007,NODE-CAND-0007,sample_city_green_heart,城市绿心森林公园,北京宴(通州大运河店),餐饮服务;中餐厅;中餐厅,北京城区滨河南路城市绿心森林公园西门(P7停车场),nearby_commercial_or_wrong_match,P3_low_confidence_or_wrong_match,low,low,P2_context_node_or_possible_wrong_match,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0042,NODE-CAND-0042,sample_olympic_forest,奥林匹克森林公园,国家网球中心,体育休闲服务;运动场馆;网球场,林萃路2号(林萃桥地铁站C2东南口步行380米),nearby_commercial_or_wrong_match,P3_low_confidence_or_wrong_match,low,low,P2_context_node_or_possible_wrong_match,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0044,NODE-CAND-0044,sample_olympic_forest,奥林匹克森林公园,国家网球中心B场,体育休闲服务;运动场馆;运动场所,林萃路2号国家网球中心内(西北角),nearby_commercial_or_wrong_match,P3_low_confidence_or_wrong_match,low,low,P2_context_node_or_possible_wrong_match,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0043,NODE-CAND-0043,sample_olympic_forest,奥林匹克森林公园,国家网球中心F区,体育休闲服务;运动场馆;网球场,林萃路(林萃桥地铁站C2东南口步行330米),nearby_commercial_or_wrong_match,P3_low_confidence_or_wrong_match,low,low,P2_context_node_or_possible_wrong_match,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0041,NODE-CAND-0041,sample_olympic_forest,奥林匹克森林公园,国家网球中心莲花球场,体育休闲服务;运动场馆;网球场,林萃路国家网球中心内(近林萃桥),nearby_commercial_or_wrong_match,P3_low_confidence_or_wrong_match,low,low,P2_context_node_or_possible_wrong_match,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0036,NODE-CAND-0036,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园,风景名胜;公园广场;公园|体育休闲服务;运动场馆;运动场所,科荟路附近,internal_facility_node,P2_context_or_internal_node,low,low,P2_context_node_or_possible_wrong_match,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0039,NODE-CAND-0039,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园-乒乓球室,体育休闲服务;运动场馆;乒乓球馆,安立路奥林匹克森林公园北园体育园,internal_facility_node,P2_context_or_internal_node,low,low,P2_context_node_or_possible_wrong_match,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0040,NODE-CAND-0040,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园体育园-气膜羽毛球馆,体育休闲服务;运动场馆;羽毛球场,双苑路与拂林西街交叉口西220米,internal_facility_node,P2_context_or_internal_node,low,low,P2_context_node_or_possible_wrong_match,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0008,NODE-CAND-0008,sample_city_green_heart,城市绿心森林公园,城市绿心森林公园,风景名胜;公园广场;公园,张辛庄路与通怀路交叉路口,park_area_centroid_or_generic,P2_context_or_internal_node,low,medium,P3_unclear_manual_check,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0009,NODE-CAND-0009,sample_city_green_heart,城市绿心森林公园,城市绿心森林公园健身广场,风景名胜;公园广场;城市广场,梧桐路通州城市绿心公园,internal_facility_node,P2_context_or_internal_node,low,low,P3_unclear_manual_check,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0011,NODE-CAND-0011,sample_city_green_heart,城市绿心森林公园,城市绿心森林公园儿童游戏场,体育休闲服务;体育休闲服务场所;体育休闲服务场所,城市绿心森林公园(西南角),internal_facility_node,P2_context_or_internal_node,low,low,P3_unclear_manual_check,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0045,NODE-CAND-0045,sample_olympic_forest,奥林匹克森林公园,国家网球中心G区,体育休闲服务;体育休闲服务场所;体育休闲服务场所,科荟路33号奥林匹克森林公园南园内(西侧),internal_facility_node,P2_context_or_internal_node,low,medium,P3_unclear_manual_check,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0024,NODE-CAND-0024,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园,风景名胜;风景名胜;国家级景点,北京市奥运村街道科荟路33号,park_area_centroid_or_generic,P2_context_or_internal_node,low,low,P3_unclear_manual_check,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0032,NODE-CAND-0032,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园北园东门2号停车场(暂停营业),交通设施服务;停车场;公共停车场,安立路奥林匹克公园内,parking_access_node,P1_valid_visit_node_candidate,low,medium,P3_unclear_manual_check,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0012,NODE-CAND-0012,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园,风景名胜;风景名胜;国家级景点,北五环辅路奥林匹克森林公园,park_area_centroid_or_generic,P2_context_or_internal_node,low,low,P3_unclear_manual_check,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0019,NODE-CAND-0019,sample_olympic_forest,奥林匹克森林公园,奥林匹克森林公园南园S3西车场,交通设施服务;停车场;公共停车场,科荟路33号奥林匹克森林公园南园内(东北角),parking_access_node,P1_valid_visit_node_candidate,low,medium,P3_unclear_manual_check,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
NODE-SEM-REVIEW-0033,NODE-CAND-0033,sample_olympic_forest,奥林匹克森林公园,奥森N1车场,交通设施服务;停车场;公共停车场,北五环辅路与奥林东路西侧,parking_access_node,P1_valid_visit_node_candidate,low,medium,P3_unclear_manual_check,do_not_use_as_access_node_until_manual_review,暂不作为入口节点；仅保留为上下文或误匹配候选，必要时现场复核。,draft
