candidate_id,table_id,source_file,page,table_index,topic_draft,candidate_type,metric_name_draft,subject_draft,value_draft,unit_draft,period_or_scope_draft,source_row_text_draft,source_column_hint,extraction_confidence,review_reason,output_status,executor,model,review_gate,llm_task_id,run_id
EV-CAND-0011,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,1,poi_hot_visit,poi_hot_visit,热门到访指数,四季民福烤鸭店(和平里店),3795,,,15 四季民福烤鸭店(和平里店) 3795,指数列,high,直接从表格提取的指数值，需人工复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0012,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,1,poi_hot_visit,poi_hot_visit,热门到访指数,必胜客(南锣鼓巷店),3812,,,11 必胜客(南锣鼓巷店) 3812,指数列,high,直接从表格提取的指数值，需人工复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0013,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,1,poi_hot_visit,poi_hot_visit,热门到访指数,必胜客(朝阳大悦城店),4075,,,3 必胜客(朝阳大悦城店) 4075,指数列,high,直接从表格提取的指数值，需人工复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0014,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,1,poi_hot_visit,poi_hot_visit,热门到访指数,旺顺阁鱼头泡饼店(大望路店),3770,,,17 旺顺阁鱼头泡饼店(大望路店) 3770,指数列,high,直接从表格提取的指数值，需人工复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0015,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,1,poi_hot_visit,poi_hot_visit,热门到访指数,福兰德酒楼(龙旺庄店),3973,,,6 福兰德酒楼(龙旺庄店) 3973,指数列,high,直接从表格提取的指数值，需人工复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0016,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,1,poi_hot_visit,poi_hot_visit,热门到访指数,簋街,4807,,,1 簋街 4807,指数列,high,直接从表格提取的指数值，需人工复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0017,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,1,poi_hot_visit,poi_hot_visit,热门到访指数,聚点串吧(团结湖店),3798,,,14 聚点串吧(团结湖店) 3798,指数列,high,直接从表格提取的指数值，需人工复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0018,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,1,poi_hot_visit,poi_hot_visit,热门到访指数,肯德基(珠市口大街店),3959,,,7 肯德基(珠市口大街店) 3959,指数列,high,直接从表格提取的指数值，需人工复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0019,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,1,poi_hot_visit,poi_hot_visit,热门到访指数,金掌勺(大山子店),3799,,,13 金掌勺(大山子店) 3799,指数列,high,直接从表格提取的指数值，需人工复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0020,TBL-00006,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,10,1,poi_hot_visit,poi_hot_visit,热门到访指数,麦当劳(物资学院店),4073,,,4 麦当劳(物资学院店) 4073,指数列,high,直接从表格提取的指数值，需人工复核,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0021,TBL-00007,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,11,1,commercial_supply,commercial_supply,指数,ucp,3763,指数,,"3, 中国联通北京市分公司(上四 条), 4102, , 13, ucp, 3763,","右列（排序, POI名称, 指数）",medium,指数含义未在表中明确，需二次确认,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0022,TBL-00007,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,11,1,commercial_supply,commercial_supply,指数,一花一界集团,4059,指数,,"4, 一花一界集团, 4059, , , , ,","左列（排序, POI名称, 指数）",medium,指数含义未在表中明确，需二次确认,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0023,TBL-00007,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,11,1,commercial_supply,commercial_supply,指数,东方盛泽集团,4018,指数,,"5, 东方盛泽集团, 4018, , , , ,","左列（排序, POI名称, 指数）",medium,指数含义未在表中明确，需二次确认,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0024,TBL-00007,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,11,1,commercial_supply,commercial_supply,指数,中国联通北京市分公司(上四 条),4102,指数,,"3, 中国联通北京市分公司(上四 条), 4102, , 13, ucp, 3763,","左列（排序, POI名称, 指数）",medium,指数含义未在表中明确，需二次确认,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0025,TBL-00007,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,11,1,commercial_supply,commercial_supply,指数,共享际5lmeet(北京国贸商城),3746,指数,,", , , , 16, 共享际5lmeet(北京国贸商城), 3746,","右列（排序, POI名称, 指数）",medium,指数含义未在表中明确，需二次确认,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0026,TBL-00007,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,11,1,commercial_supply,commercial_supply,指数,北京佳泰新材料有限公司,3924,指数,,"7, 北京佳泰新材料有限公司, 3924, , , , ,","左列（排序, POI名称, 指数）",medium,指数含义未在表中明确，需二次确认,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0027,TBL-00007,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,11,1,commercial_supply,commercial_supply,指数,北京奔驰汽车有限公司,3719,指数,,", , , , 17, 北京奔驰汽车有限公司, 3719,","右列（排序, POI名称, 指数）",medium,指数含义未在表中明确，需二次确认,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0028,TBL-00007,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,11,1,commercial_supply,commercial_supply,指数,北京盛华宏林商业有限公司,3763,指数,,", , , , 14, 北京盛华宏林商业有限公司, 3763,","右列（排序, POI名称, 指数）",medium,指数含义未在表中明确，需二次确认,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0029,TBL-00007,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,11,1,commercial_supply,commercial_supply,指数,北京通美晶体技术有限公司,3748,指数,,", , , , 15, 北京通美晶体技术有限公司, 3748,","右列（排序, POI名称, 指数）",medium,指数含义未在表中明确，需二次确认,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0030,TBL-00007,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,11,1,commercial_supply,commercial_supply,指数,国网北京通州供电公司,3819,指数,,"1, 联东u谷, 4476, , 11, 国网北京通州供电公司, 3819,","右列（排序, POI名称, 指数）",medium,指数含义未在表中明确，需二次确认,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0031,TBL-00007,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,11,1,commercial_supply,commercial_supply,指数,联东u谷,4476,指数,,"1, 联东u谷, 4476, , 11, 国网北京通州供电公司, 3819,","左列（排序, POI名称, 指数）",medium,指数含义未在表中明确，需二次确认是否代表商业供给强度,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0032,TBL-00007,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,11,1,commercial_supply,commercial_supply,指数,雅客智慧(北京)科技有限公司,3959,指数,,"6, 雅客智慧(北京)科技有限公司, 3959, , , , ,","左列（排序, POI名称, 指数）",medium,指数含义未在表中明确，需二次确认,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0033,TBL-00008,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,12,1,commercial_supply,commercial_supply,指数,凯德mall(西直门店),4580,,2022-10-23至2023-10-22,"2,领展购物广场·京通,5022,,12,凯德mall(西直门店),4580,","排序,POI名称,指数,扩展信息",high,数据清晰。,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0034,TBL-00008,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,12,1,commercial_supply,commercial_supply,指数,北京朝阳合生汇,4786,,2022-10-23至2023-10-22,"6,北京朝阳合生汇,4786,,16,北京远洋乐堤港,4512,","排序,POI名称,指数,扩展信息",high,数据清晰。,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0035,TBL-00008,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,12,1,commercial_supply,commercial_supply,指数,北京通州万达广场,5312,,2022-10-23至2023-10-22,"1,北京通州万达广场,5312,,11,鑫隆生活广场,4620,","排序,POI名称,指数,扩展信息",high,表格中明确列出POI名称和指数，数据清晰，可用于商业供给热点分析。,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0036,TBL-00008,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,12,1,commercial_supply,commercial_supply,指数,北京金融街,4982,,2022-10-23至2023-10-22,"4,北京金融街,4982,,14,北京北投爱琴海购物公园,4579,","排序,POI名称,指数,扩展信息",high,数据清晰。,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0037,TBL-00008,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,12,1,commercial_supply,commercial_supply,指数,十里河家居建材商业街,4740,,2022-10-23至2023-10-22,"8,十里河家居建材商业街,4740,,18,bhg北京华联武夷购物中心,4485,","排序,POI名称,指数,扩展信息",high,数据清晰。,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0038,TBL-00008,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,12,1,commercial_supply,commercial_supply,指数,新华联,4986,,2022-10-23至2023-10-22,"3,新华联,4986,,13,环影12街区,4580,","排序,POI名称,指数,扩展信息",high,POI名称和指数明确。,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0039,TBL-00008,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,12,1,commercial_supply,commercial_supply,指数,朝阳大悦城,4667,,2022-10-23至2023-10-22,"10,朝阳大悦城,4667,,20,京妮儿童汇(通州华业店),4468,","排序,POI名称,指数,扩展信息",high,数据清晰。,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0040,TBL-00008,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,12,1,commercial_supply,commercial_supply,指数,西单商业街,4675,,2022-10-23至2023-10-22,"9,西单商业街,4675,,19,life新生活广场,4483,","排序,POI名称,指数,扩展信息",high,数据清晰。,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0041,TBL-00008,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,12,1,commercial_supply,commercial_supply,指数,通州万达广场西门金街b区,4778,,2022-10-23至2023-10-22,"7,通州万达广场西门金街b区,4778,,17,长楹天街购物中心东区,4506,","排序,POI名称,指数,扩展信息",high,数据清晰。,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0042,TBL-00008,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,12,1,commercial_supply,commercial_supply,指数,鑫隆生活广场,4620,,2022-10-23至2023-10-22,"1,北京通州万达广场,5312,,11,鑫隆生活广场,4620,","排序,POI名称,指数,扩展信息",high,数据清晰，取自右半部分。,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0043,TBL-00008,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,12,1,commercial_supply,commercial_supply,指数,领展购物广场·京通,5022,,2022-10-23至2023-10-22,"2,领展购物广场·京通,5022,,12,凯德mall(西直门店),4580,","排序,POI名称,指数,扩展信息",high,表格中明确列出POI名称和指数，数据清晰。,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0044,TBL-00008,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,12,1,commercial_supply,commercial_supply,指数,龙湖北京长楹天街,4803,,2022-10-23至2023-10-22,"5,龙湖北京长楹天街,4803,,15,贵友大厦(通州店),4570,","排序,POI名称,指数,扩展信息",high,数据清晰。,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0045,TBL-00009,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,13,1,commercial_supply,commercial_supply,指数,landz,3537,,,"6,landz,3537,,,,,","左半部分:排序,POI名称,指数",high,直接从表格左半部分抽取，指数值清晰，POI名称明确,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0046,TBL-00009,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,13,1,commercial_supply,commercial_supply,指数,宠福鑫动物医院(东方丽景分 院),3643,,,"2,宠福鑫动物医院(东方丽景分 院),3643,,12,链家地产(海晟名苑一店),3431,","左半部分:排序,POI名称,指数",high,直接从表格左半部分抽取，指数值清晰，POI名称明确,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0047,TBL-00009,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,13,1,commercial_supply,commercial_supply,指数,建国门三菱空调维修社区服 务中心,3564,,,"4,建国门三菱空调维修社区服 务中心,3564,,,,,","左半部分:排序,POI名称,指数",high,直接从表格左半部分抽取，指数值清晰，POI名称明确,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0048,TBL-00009,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,13,1,commercial_supply,commercial_supply,指数,心心宠物生活馆,3433,,,"1,链家地产(双龙南里店),4019,,11,心心宠物生活馆,3433,","右半部分:排序,POI名称,指数",high,直接从表格右半部分抽取，指数值清晰，POI名称明确,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0049,TBL-00009,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,13,1,commercial_supply,commercial_supply,指数,恒洋地产(新天地三期店),3471,,,"9,恒洋地产(新天地三期店),3471,,,,,","左半部分:排序,POI名称,指数",high,直接从表格左半部分抽取，指数值清晰，POI名称明确,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0050,TBL-00009,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,13,1,commercial_supply,commercial_supply,指数,美玉萱城美容养生会所,3505,,,"8,美玉萱城美容养生会所,3505,,,,,","左半部分:排序,POI名称,指数",high,直接从表格左半部分抽取，指数值清晰，POI名称明确,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0051,TBL-00009,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,13,1,commercial_supply,commercial_supply,指数,链家,3436,,,"10,链家,3436,,,,,","左半部分:排序,POI名称,指数",high,直接从表格左半部分抽取，指数值清晰，POI名称明确,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0052,TBL-00009,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,13,1,commercial_supply,commercial_supply,指数,链家地产(双龙南里店),4019,,,"1,链家地产(双龙南里店),4019,,11,心心宠物生活馆,3433,","左半部分:排序,POI名称,指数",high,直接从表格左半部分抽取，指数值清晰，POI名称明确,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0053,TBL-00009,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,13,1,commercial_supply,commercial_supply,指数,链家地产(海晟名苑一店),3431,,,"2,宠福鑫动物医院(东方丽景分 院),3643,,12,链家地产(海晟名苑一店),3431,","右半部分:排序,POI名称,指数",high,直接从表格右半部分抽取，指数值清晰，POI名称明确,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0054,TBL-00009,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,13,1,commercial_supply,commercial_supply,指数,麦田房产(利泽西园一区店),3542,,,"5,麦田房产(利泽西园一区店),3542,,,,,","左半部分:排序,POI名称,指数",high,直接从表格左半部分抽取，指数值清晰，POI名称明确,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0055,TBL-00009,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,13,1,commercial_supply,commercial_supply,指数,麦田房产(华纺易城店),3516,,,"7,麦田房产(华纺易城店),3516,,,,,","左半部分:排序,POI名称,指数",high,直接从表格左半部分抽取，指数值清晰，POI名称明确,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0056,TBL-00009,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,13,1,commercial_supply,commercial_supply,指数,麦田房产(将台路店),3567,,,"3,麦田房产(将台路店),3567,,,,,","左半部分:排序,POI名称,指数",high,直接从表格左半部分抽取，指数值清晰，POI名称明确,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0057,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,1,poi_hot_visit,poi_hot_visit,热门指数,costa coffee(雍和宫店),3709,,报告期20221023-20231022，本表未声明具体周期,2 欢乐谷 4320 12 costa coffee(雍和宫店) 3709,右侧第6列POI名称，第7列指数,high,指数数值明确，无歧义,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0058,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,1,poi_hot_visit,poi_hot_visit,热门指数,starbucks coffee(中国国际 贸易中心店),3904,,报告期20221023-20231022，本表未声明具体周期,8 starbucks coffee(中国国际 贸易中心店) 3904 18 四季雨果咖啡(朝阳站东广场 店) 3614,左侧第2列POI名称，第3列指数,high,指数数值明确，无歧义,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0059,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,1,poi_hot_visit,poi_hot_visit,热门指数,北京环球度假区,5048,,报告期20221023-20231022，本表未声明具体周期,1 北京环球度假区 5048 11 瑞幸咖啡(恒安大厦店) 3721,左侧第2列POI名称，第3列指数,high,指数数值明确，无歧义,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0060,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,1,poi_hot_visit,poi_hot_visit,热门指数,国家大剧院,4228,,报告期20221023-20231022，本表未声明具体周期,3 国家大剧院 4228 13 北京石景山游乐园 3704,左侧第2列POI名称，第3列指数,high,指数数值明确，无歧义,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0061,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,1,poi_hot_visit,poi_hot_visit,热门指数,在水一方(永顺南街店),3833,,报告期20221023-20231022，本表未声明具体周期,9 在水一方(永顺南街店) 3833 19 三里屯酒吧一条街 3600,左侧第2列POI名称，第3列指数,high,指数数值明确，无歧义,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0062,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,1,poi_hot_visit,poi_hot_visit,热门指数,星巴克(首都机场t3停车楼店),3941,,报告期20221023-20231022，本表未声明具体周期,7 星巴克(首都机场t3停车楼店) 3941 17 瑞幸咖啡(尚科店) 3638,左侧第2列POI名称，第3列指数,high,指数数值明确，无歧义,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0063,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,1,poi_hot_visit,poi_hot_visit,热门指数,欢乐谷,4320,,报告期20221023-20231022，本表未声明具体周期,2 欢乐谷 4320 12 costa coffee(雍和宫店) 3709,左侧第2列POI名称，第3列指数,high,指数数值明确，无歧义,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0064,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,1,poi_hot_visit,poi_hot_visit,热门指数,漫咖啡(通州店),3776,,报告期20221023-20231022，本表未声明具体周期,10 漫咖啡(通州店) 3776 20 朝阳剧场 3592,左侧第2列POI名称，第3列指数,high,指数数值明确，无歧义,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0065,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,1,poi_hot_visit,poi_hot_visit,热门指数,瑞幸咖啡(乐成中心店),4126,,报告期20221023-20231022，本表未声明具体周期,4 瑞幸咖啡(乐成中心店) 4126 14 瑞幸咖啡(凯德mall太阳宫店) 3675,左侧第2列POI名称，第3列指数,high,指数数值明确，无歧义,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0066,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,1,poi_hot_visit,poi_hot_visit,热门指数,瑞幸咖啡(富顿中心店),3945,,报告期20221023-20231022，本表未声明具体周期,6 瑞幸咖啡(富顿中心店) 3945 16 哈尼ktv 3640,左侧第2列POI名称，第3列指数,high,指数数值明确，无歧义,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
EV-CAND-0067,TBL-00010,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,14,1,poi_hot_visit,poi_hot_visit,热门指数,瑞幸咖啡(恒安大厦店),3721,,报告期20221023-20231022，本表未声明具体周期,1 北京环球度假区 5048 11 瑞幸咖啡(恒安大厦店) 3721,右侧第6列POI名称，第7列指数,high,指数数值明确，无歧义,needs_review,deepseek,deepseek-v4-pro,evidence_auto_gate,LLM-003,20260525T064804Z
