candidate_review_id,candidate_id,table_id,source_file,page,topic_draft,candidate_type,metric_name_draft,subject_draft,value_draft,unit_draft,source_row_text_draft,extraction_confidence,candidate_review_priority,ledger_entry_status,review_instruction,output_status
EV-REVIEW-0469,EV-CAND-0469,TBL-00194,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,116,visitor_flow,visitor_flow,人群覆盖度,北苑路北-北京市,3.40%,%,北苑路北-北京市 3.40%,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0470,EV-CAND-0470,TBL-00194,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,116,visitor_flow,visitor_flow,人群覆盖度,回龙观-北京市,8.02%,%,回龙观-北京市 8.02%,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0471,EV-CAND-0471,TBL-00194,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,116,visitor_flow,visitor_flow,人群覆盖度,大屯-北京市,2.37%,%,大屯-北京市 2.37%,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0472,EV-CAND-0472,TBL-00194,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,116,visitor_flow,visitor_flow,人群覆盖度,天通苑-北京市,4.85%,%,天通苑-北京市 4.85%,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0473,EV-CAND-0473,TBL-00194,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,116,visitor_flow,visitor_flow,人群覆盖度,奥林匹克公园-北京市,7.69%,%,奥林匹克公园-北京市 7.69%,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0474,EV-CAND-0474,TBL-00194,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,116,visitor_flow,visitor_flow,人群覆盖度,学清路-北京市,2.84%,%,学清路-北京市 2.84%,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0475,EV-CAND-0475,TBL-00194,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,116,visitor_flow,visitor_flow,人群覆盖度,永丰-北京市,2.50%,%,永丰-北京市 2.50%,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0476,EV-CAND-0476,TBL-00194,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,116,visitor_flow,visitor_flow,人群覆盖度,永泰庄-北京市,3.02%,%,永泰庄-北京市 3.02%,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0477,EV-CAND-0477,TBL-00194,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,116,visitor_flow,visitor_flow,人群覆盖度,立水桥南-北京市,3.12%,%,立水桥南-北京市 3.12%,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0478,EV-CAND-0478,TBL-00194,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,116,visitor_flow,visitor_flow,人群覆盖度,西三旗-北京市,3.44%,%,西三旗-北京市 3.44%,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0537,EV-CAND-0537,TBL-00213,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,visitor_flow,visitor_flow,商场到店频次TGI,奥林匹克森林公园区域,82,,1-2次 50.99% 61.47% 82,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0538,EV-CAND-0538,TBL-00213,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,visitor_flow,visitor_flow,商场到店频次TGI,奥林匹克森林公园区域,119,,3-4次 22.77% 19.05% 119,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0539,EV-CAND-0539,TBL-00213,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,visitor_flow,visitor_flow,商场到店频次TGI,奥林匹克森林公园区域,133,,5-6次 10.99% 8.23% 133,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0540,EV-CAND-0540,TBL-00213,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,visitor_flow,visitor_flow,商场到店频次TGI,奥林匹克森林公园区域,129,,11次及以上 6.34% 4.91% 129,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0541,EV-CAND-0541,TBL-00213,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,visitor_flow,visitor_flow,商场到店频次TGI,奥林匹克森林公园区域,144,,7-8次 5.91% 4.10% 144,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0542,EV-CAND-0542,TBL-00213,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,visitor_flow,visitor_flow,商场到店频次TGI,奥林匹克森林公园区域,133,,9-10次 3.00% 2.24% 133,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0543,EV-CAND-0543,TBL-00213,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,visitor_flow,visitor_flow,商场到店频次占比,奥林匹克森林公园区域,50.99,%,1-2次 50.99% 61.47% 82,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0544,EV-CAND-0544,TBL-00213,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,visitor_flow,visitor_flow,商场到店频次占比,奥林匹克森林公园区域,22.77,%,3-4次 22.77% 19.05% 119,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0545,EV-CAND-0545,TBL-00213,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,visitor_flow,visitor_flow,商场到店频次占比,奥林匹克森林公园区域,10.99,%,5-6次 10.99% 8.23% 133,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0546,EV-CAND-0546,TBL-00213,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,visitor_flow,visitor_flow,商场到店频次占比,奥林匹克森林公园区域,6.34,%,11次及以上 6.34% 4.91% 129,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0547,EV-CAND-0547,TBL-00213,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,visitor_flow,visitor_flow,商场到店频次占比,奥林匹克森林公园区域,5.91,%,7-8次 5.91% 4.10% 144,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0548,EV-CAND-0548,TBL-00213,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,135,visitor_flow,visitor_flow,商场到店频次占比,奥林匹克森林公园区域,3.00,%,9-10次 3.00% 2.24% 133,high,P0_flow_or_peak_numeric_check,needs_pdf_row_check_before_ledger,回查 PDF 页和表头，确认人次/小时/日期/人群口径，再决定是否入账。,needs_review
EV-REVIEW-0319,EV-CAND-0319,TBL-00046,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,50,consumption_spending,consumption_spending,消费水平中等人群TGI,中等消费水平人群,332,无,中 8.06% 2.42% 332,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0320,EV-CAND-0320,TBL-00046,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,50,consumption_spending,consumption_spending,消费水平中等人群占比,中等消费水平人群,8.06,%,中 8.06% 2.42% 332,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0321,EV-CAND-0321,TBL-00046,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,50,consumption_spending,consumption_spending,消费水平低人群TGI,低消费水平人群,71,无,低 2.61% 3.63% 71,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0322,EV-CAND-0322,TBL-00046,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,50,consumption_spending,consumption_spending,消费水平低人群占比,低消费水平人群,2.61,%,低 2.61% 3.63% 71,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0323,EV-CAND-0323,TBL-00046,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,50,consumption_spending,consumption_spending,消费水平次低人群TGI,次低消费水平人群,391,无,次低 1.76% 0.45% 391,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0324,EV-CAND-0324,TBL-00046,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,50,consumption_spending,consumption_spending,消费水平次低人群占比,次低消费水平人群,1.76,%,次低 1.76% 0.45% 391,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0325,EV-CAND-0325,TBL-00046,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,50,consumption_spending,consumption_spending,消费水平次高人群TGI,次高消费水平人群,77,无,次高 22.95% 29.53% 77,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0326,EV-CAND-0326,TBL-00046,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,50,consumption_spending,consumption_spending,消费水平次高人群占比,次高消费水平人群,22.95,%,次高 22.95% 29.53% 77,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0327,EV-CAND-0327,TBL-00046,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,50,consumption_spending,consumption_spending,消费水平高人群TGI,高消费水平人群,101,无,高 64.62% 63.96% 101,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0328,EV-CAND-0328,TBL-00046,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,50,consumption_spending,consumption_spending,消费水平高人群占比,高消费水平人群,64.62,%,高 64.62% 63.96% 101,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0329,EV-CAND-0329,TBL-00049,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,consumption_spending,consumption_spending,北京市大盘占比,101-150元,33.23,%,101-150元 40.05% 33.23% 120,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0330,EV-CAND-0330,TBL-00049,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,consumption_spending,consumption_spending,北京市大盘占比,151-200元,7.29,%,151-200元 7.28% 7.29% 99,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0331,EV-CAND-0331,TBL-00049,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,consumption_spending,consumption_spending,北京市大盘占比,201-300元,3.95,%,201-300元 3.27% 3.95% 82,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0332,EV-CAND-0332,TBL-00049,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,consumption_spending,consumption_spending,北京市大盘占比,301-500元,1.91,%,301-500元 1.84% 1.91% 96,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0333,EV-CAND-0333,TBL-00049,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,consumption_spending,consumption_spending,北京市大盘占比,50元以内,21.04,%,50元以内 17.07% 21.04% 81,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0334,EV-CAND-0334,TBL-00049,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,consumption_spending,consumption_spending,北京市大盘占比,51-100元,31.41,%,51-100元 29.44% 31.41% 93,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0335,EV-CAND-0335,TBL-00049,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,consumption_spending,consumption_spending,占比,101-150元,40.05,%,101-150元 40.05% 33.23% 120,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0336,EV-CAND-0336,TBL-00049,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,consumption_spending,consumption_spending,占比,151-200元,7.28,%,151-200元 7.28% 7.29% 99,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0337,EV-CAND-0337,TBL-00049,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,consumption_spending,consumption_spending,占比,201-300元,3.27,%,201-300元 3.27% 3.95% 82,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0338,EV-CAND-0338,TBL-00049,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,consumption_spending,consumption_spending,占比,301-500元,1.84,%,301-500元 1.84% 1.91% 96,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0339,EV-CAND-0339,TBL-00049,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,consumption_spending,consumption_spending,占比,50元以内,17.07,%,50元以内 17.07% 21.04% 81,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0340,EV-CAND-0340,TBL-00049,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,consumption_spending,consumption_spending,占比,51-100元,29.44,%,51-100元 29.44% 31.41% 93,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0346,EV-CAND-0346,TBL-00054,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,58,consumption_spending,consumption_spending,占比,酒店消费价格等级-中,37.68,%,中 | 37.68% | 36.90% | 102,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0347,EV-CAND-0347,TBL-00054,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,58,consumption_spending,consumption_spending,占比,酒店消费价格等级-低,6.30,%,低 | 6.30% | 7.00% | 90,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0348,EV-CAND-0348,TBL-00054,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,58,consumption_spending,consumption_spending,占比,酒店消费价格等级-次低,13.22,%,次低 | 13.22% | 16.08% | 82,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0349,EV-CAND-0349,TBL-00054,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,58,consumption_spending,consumption_spending,占比,酒店消费价格等级-次高,26.09,%,次高 | 26.09% | 24.25% | 107,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0350,EV-CAND-0350,TBL-00054,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,58,consumption_spending,consumption_spending,占比,酒店消费价格等级-高,16.70,%,高 | 16.70% | 15.77% | 105,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0351,EV-CAND-0351,TBL-00055,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,consumption_spending,consumption_spending,酒店消费TGI,酒店消费水平：1001-1500元,98,指数,1001-1500元 8.60% 8.75% 98,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0352,EV-CAND-0352,TBL-00055,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,consumption_spending,consumption_spending,酒店消费TGI,酒店消费水平：151-300元,92,指数,151-300元 18.37% 19.91% 92,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0353,EV-CAND-0353,TBL-00055,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,consumption_spending,consumption_spending,酒店消费TGI,酒店消费水平：301-450元,90,指数,301-450元 16.77% 18.58% 90,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0354,EV-CAND-0354,TBL-00055,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,consumption_spending,consumption_spending,酒店消费TGI,酒店消费水平：451-600元,99,指数,451-600元 17.48% 17.56% 99,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0355,EV-CAND-0355,TBL-00055,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,consumption_spending,consumption_spending,酒店消费TGI,酒店消费水平：601-800元,109,指数,601-800元 19.56% 17.82% 109,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0356,EV-CAND-0356,TBL-00055,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,consumption_spending,consumption_spending,酒店消费TGI,酒店消费水平：801-1000元,112,指数,801-1000元 9.15% 8.14% 112,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0357,EV-CAND-0357,TBL-00055,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,consumption_spending,consumption_spending,酒店消费占比,酒店消费水平：1001-1500元,8.60%,%,1001-1500元 8.60% 8.75% 98,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0358,EV-CAND-0358,TBL-00055,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,consumption_spending,consumption_spending,酒店消费占比,酒店消费水平：151-300元,18.37%,%,151-300元 18.37% 19.91% 92,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0359,EV-CAND-0359,TBL-00055,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,consumption_spending,consumption_spending,酒店消费占比,酒店消费水平：301-450元,16.77%,%,301-450元 16.77% 18.58% 90,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0360,EV-CAND-0360,TBL-00055,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,consumption_spending,consumption_spending,酒店消费占比,酒店消费水平：451-600元,17.48%,%,451-600元 17.48% 17.56% 99,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0361,EV-CAND-0361,TBL-00055,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,consumption_spending,consumption_spending,酒店消费占比,酒店消费水平：601-800元,19.56%,%,601-800元 19.56% 17.82% 109,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0362,EV-CAND-0362,TBL-00055,城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,consumption_spending,consumption_spending,酒店消费占比,酒店消费水平：801-1000元,9.15%,%,801-1000元 9.15% 8.14% 112,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
EV-REVIEW-0419,EV-CAND-0419,TBL-00119,奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,41,poi_hot_visit,consumption_spending,人均消费,咿道南门涮肉(奥森店),92,元,1 咿道南门涮肉(奥森店) 2915 人均消费92元 奥林匹克公园,high,P0_spending_numeric_check,needs_pdf_row_check_before_ledger,回查单位、金额或频次口径，避免把全市大盘和目标客群混用。,needs_review
