review_queue_id,table_id,source_file,page,table_index,row_count,column_count,topic_draft,topic_confidence,sampling_priority,evidence_candidate_status,review_gate,output_status,reason_draft,evidence_keywords_draft,sample
TBL-REVIEW-0015,TBL-00015,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,19,1,18,8,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出了景区公园类POI名称、指数及级别，属于热门访问排名,城市绿心森林公园、北京奥林匹克公园、景区级别、指数,排序 / POI名称 / 指数 / 扩展信息 / 排序 / POI名称 / 指数 / 扩展信息 | 1 / 城市绿心森林公园 / 5572 / 景区级别其他 / 11 / 首钢园 / 4619 / 景区级别aaa | 2 / 北京奥林匹克公园 / 5359 / 景区级别aaaaa / 12 / 朝阳公园 / 4617 / 景区级别aaaa
TBL-REVIEW-0016,TBL-00016,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,20,1,11,8,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出了博物馆、展览馆类POI名称及指数排名,中国国家博物馆、全国农业展览馆、指数,排序 / POI名称 / 指数 / 扩展信息 / 排序 / POI名称 / 指数 / 扩展信息 | 1 / 中国国家博物馆 / 3909 /  / 11 / 中华民族博物院 / 3330 /  | 2 / 全国农业展览馆 / 3739 /  / 12 / 中国科学技术馆 / 3327 / 
TBL-REVIEW-0017,TBL-00017,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,21,1,11,8,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出了大学院校类POI名称及指数排名,中国传媒大学、中国人民大学、指数,排序 / POI名称 / 指数 / 扩展信息 / 排序 / POI名称 / 指数 / 扩展信息 | 1 / 中国传媒大学 / 4905 /  / 11 / 北京化工大学(东校区) / 4476 /  | 2 / 中国人民大学(东校区) / 4853 /  / 12 / 中国农业大学(西校区) / 4428 / 
TBL-REVIEW-0018,TBL-00018,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,22,1,19,8,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出了银行类POI名称及指数排名,北京银行(总行营业部)、中国工商银行、指数,排序 / POI名称 / 指数 / 扩展信息 / 排序 / POI名称 / 指数 / 扩展信息 | 1 / 北京银行(总行营业部) / 4140 /  / 11 / 交通银行(北京酒仙桥支行) / 3642 /  | 2 / 中国工商银行(北京长椿街支 行) / 3982 /  / 12 / 北京银行(前门文创支行) / 3619 / 
TBL-REVIEW-0019,TBL-00019,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,23,1,12,8,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出交通枢纽POI名称及其指数，为热度排名,"['指数', 'POI名称']",排序 / POI名称 / 指数 / 扩展信息 / 排序 / POI名称 / 指数 / 扩展信息 | 1 / 北京首都国际机场 / 5287 /  / 11 / 北京首都国际机场t2航站楼 / 4296 /  | 2 / 北京南站 / 5111 /  / 12 / 北京大兴国际机场航站楼 / 4205 / 
TBL-REVIEW-0020,TBL-00020,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,24,1,19,8,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出区域/居住区POI名称及其指数，为热度排名,"['指数', 'POI名称']",排序 / POI名称 / 指数 / 扩展信息 / 排序 / POI名称 / 指数 / 扩展信息 | 1 / 中国(北京)自由贸易试验区国 际商务服务片区 / 6304 /  / 11 / 朗芳园 / 5094 /  |  /  /  /  / 12 / 华业·东方玫瑰a区 / 5057 / 
TBL-REVIEW-0021,TBL-00021,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,25,1,11,6,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出餐饮品牌名称及其指数，为热度排名,"['指数', '品牌名称']",排序 / 品牌名称 / 指数 / 排序 / 品牌名称 / 指数 | 1 / 麦当劳 / 5084 / 11 / 永顺炸鸡 / 4117 | 2 / 肯德基 / 4779 / 12 / 旺顺阁鱼头泡饼店 / 4098
TBL-REVIEW-0022,TBL-00022,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,26,1,11,6,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出零售商业品牌名称及其指数，为热度排名,"['指数', '品牌名称']",排序 / 品牌名称 / 指数 / 排序 / 品牌名称 / 指数 | 1 / 便利蜂 / 5544 / 11 / 京妮儿童汇 / 4468 | 2 / 万达广场 / 5407 / 12 / 北京华联 / 4423
TBL-REVIEW-0023,TBL-00023,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,27,1,11,6,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出生活服务品牌名称及其指数，为热度排名,"['指数', '品牌名称']",排序 / 品牌名称 / 指数 / 排序 / 品牌名称 / 指数 | 1 / 链家地产 / 5124 / 11 / 爱秀造型 / 3497 | 2 / 麦田房产 / 4558 / 12 / 永琪美容美发 / 3489
TBL-REVIEW-0024,TBL-00024,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,28,1,11,6,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出咖啡/影城品牌名称及其指数，为热度排名,"['指数', '品牌名称']",排序 / 品牌名称 / 指数 / 排序 / 品牌名称 / 指数 | 1 / luckincoffee / 4747 / 11 / 郑远元专业修脚房 / 3651 | 2 / 星巴克 / 4582 / 12 / 万达影城 / 3611
TBL-REVIEW-0025,TBL-00025,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,29,1,11,6,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出健身品牌名称及其指数，为热度排名,"['指数', '品牌名称']",排序 / 品牌名称 / 指数 / 排序 / 品牌名称 / 指数 | 1 / 中体盛世国际健身 / 3200 / 11 / 一兆韦德 / 1903 | 2 / 中体倍力健身俱乐部 / 3097 / 12 / 天奥健身 / 1851
TBL-REVIEW-0026,TBL-00026,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,30,1,11,6,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出能源及租车品牌名称及其指数，为热度排名,"['指数', '品牌名称']",排序 / 品牌名称 / 指数 / 排序 / 品牌名称 / 指数 | 1 / 中国石化 / 5471 / 11 / 神州租车 / 3963 | 2 / 中国石油 / 5235 / 12 / 众诚加油站 / 3949
TBL-REVIEW-0027,TBL-00027,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,31,1,11,6,commercial_supply,medium,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,列出药店/健康类品牌及其指数排名，可能反映区域商业供给品牌热度或偏好。,"品牌名称, 指数, 同仁堂, 明医堂",排序 / 品牌名称 / 指数 / 排序 / 品牌名称 / 指数 | 1 / 同仁堂 / 3700 / 11 / 百康药房 / 2670 | 2 / 明医堂 / 3512 / 12 / 林生堂大药房 / 2662
TBL-REVIEW-0028,TBL-00028,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,32,1,11,6,commercial_supply,medium,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,列出酒店品牌及其指数排名，推测为住宿类商业供给热度或偏好。,"品牌名称, 指数, 汉庭酒店, 全季酒店",排序 / 品牌名称 / 指数 / 排序 / 品牌名称 / 指数 | 1 / 汉庭酒店 / 5012 / 11 / 桔子水晶酒店 / 4381 | 2 / 全季酒店 / 4866 / 12 / 亚朵酒店 / 4378
TBL-REVIEW-0029,TBL-00029,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,33,1,11,6,commercial_supply,medium,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,列出教育品牌及其指数排名，推测为教育培训类商业供给热度或偏好。,"品牌名称, 指数, 高思教育, 汉翔书法教育",排序 / 品牌名称 / 指数 / 排序 / 品牌名称 / 指数 | 1 / 高思教育 / 4413 / 11 / 北大青鸟 / 2841 | 2 / 汉翔书法教育 / 3645 / 12 / 文新学堂 / 2766
TBL-REVIEW-0030,TBL-00030,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,34,1,11,6,commercial_supply,medium,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,列出银行品牌及其指数排名，推测为金融服务商业供给热度或偏好。,"品牌名称, 指数, 北京银行, 中国工商银行",排序 / 品牌名称 / 指数 / 排序 / 品牌名称 / 指数 | 1 / 北京银行 / 4936 / 11 / 兴业银行 / 4058 | 2 / 中国工商银行 / 4650 / 12 / 中信银行 / 3994
TBL-REVIEW-0040,TBL-00040,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,44,1,11,2,poi_hot_visit,medium,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格为活跃商圈人群覆盖度，反映客群到访的热力商圈分布，可视为热门到访地。,"['活跃商圈', '人群覆盖度']",活跃商圈v2 / 人群覆盖度 | 临河里-北京市 / 13.05% | 九棵树-北京市 / 11.45%
TBL-REVIEW-0046,TBL-00046,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,50,1,6,4,consumption_spending,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示全国消费水平分层占比与TGI，属于消费能力分析。,"全国消费水平, 高, 次高, TGI",全国消费水平v2 / 占比 / 北京市大盘 / TGI | 高 / 64.62% / 63.96% / 101 | 次高 / 22.95% / 29.53% / 77
TBL-REVIEW-0049,TBL-00049,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,53,1,8,4,consumption_spending,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示餐饮消费水平分层占比与TGI，属于消费行为数据。,"餐饮消费水平, 101-150元, TGI",餐饮消费水平 / 占比 / 北京市大盘 / TGI | 101-150元 / 40.05% / 33.23% / 120 | 51-100元 / 29.44% / 31.41% / 93
TBL-REVIEW-0054,TBL-00054,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,58,1,6,4,consumption_spending,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示酒店消费价格等级的占比与TGI，属于消费支出水平分析。,"['酒店消费价格等级', '占比', 'TGI']",酒店消费价格等级 / 占比 / 北京市大盘 / TGI | 中 / 37.68% / 36.90% / 102 | 次高 / 26.09% / 24.25% / 107
TBL-REVIEW-0055,TBL-00055,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,59,1,10,4,consumption_spending,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示酒店消费金额区间的占比与TGI，属于消费支出明细。,"['酒店消费水平', '占比', 'TGI']",酒店消费水平 / 占比 / 北京市大盘 / TGI | 601-800元 / 19.56% / 17.82% / 109 | 151-300元 / 18.37% / 19.91% / 92
TBL-REVIEW-0058,TBL-00058,20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,62,1,11,4,time_peak,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格展示出游月份的人群覆盖度与TGI，反映时间维度的出行高峰。,"['出游月份', '人群覆盖度', 'TGI']",出游月份 / 人群覆盖度 / 北京市大盘 / TGI | 08月 / 53.59% / 47.59% / 112 | 01月 / 51.69% / 46.03% / 112
TBL-REVIEW-0104,TBL-00104,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,26,1,4,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格为餐饮类POI指数排名，包含人均消费等扩展信息，属于热门到访POI分析,"['POI名称', '指数', '人均消费', '新净雅']",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 新净雅(国家网球中心店) / 2688 / 人均消费231元 / 奥林匹克公园 | 2 / 咿道南门涮肉(奥森店) / 2667 / 人均消费92元 / 奥林匹克公园
TBL-REVIEW-0105,TBL-00105,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,27,1,11,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格为企业类POI指数排名，属于热门到访POI分析，体现访客集中度,"['POI名称', '指数', '天九共享电商集团']",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 天九共享电商集团 / 3847 /  / 奥林匹克公园 | 2 / 天九共享网络科技集团有限公司 / 3754 /  / 奥林匹克公园
TBL-REVIEW-0106,TBL-00106,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,28,1,7,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格为商业/运动类POI指数排名，属于热门到访POI分析，体现访客兴趣点,"['POI名称', '指数', '跑步俱乐部']",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / prince国网店 / 2709 /  / 奥林匹克公园 | 2 / 跑步俱乐部(奥林匹克森林公园店) / 2586 /  / 奥林匹克公园
TBL-REVIEW-0108,TBL-00108,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,30,1,5,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出具体POI名称及指数，反映热力排名,"POI名称, 指数, 漫咖啡, 爱伴·布鲁豪斯游乐场",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 漫咖啡(国家网球中心店) / 2847 /  / 奥林匹克公园 | 2 / 爱伴·布鲁豪斯游乐场 / 2557 /  / 奥林匹克公园
TBL-REVIEW-0109,TBL-00109,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,31,1,3,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出具体POI名称及指数，反映热力排名,"POI名称, 指数, 国家网球中心莲花球场, 悦健达专项体能·康复·普拉提运动中心",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 国家网球中心莲花球场 / 3830 /  / 奥林匹克公园 | 2 / 悦健达专项体能·康复·普拉提运动中心 / 1579 /  / 奥林匹克公园
TBL-REVIEW-0113,TBL-00113,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,35,1,11,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出景区级别及指数，反映POI热力与景区属性,"POI名称, 指数, 景区级别aaaaa, 北京奥林匹克公园, 奥林匹克森林公园",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 北京奥林匹克公园 / 5256 / 景区级别aaaaa / 奥林匹克公园 | 2 / 奥林匹克森林公园 / 5219 / 景区级别aaaaa / 奥林匹克公园
TBL-REVIEW-0115,TBL-00115,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,37,1,5,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出POI名称与指数，呈现热门POI访问热度排序,"排序, POI名称, 指数",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 清华大学附属中学(奥森校区) / 3393 /  / 奥林匹克公园 | 2 / 冰丝带国际运动表现中心 / 2884 /  / 奥林匹克公园
TBL-REVIEW-0117,TBL-00117,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,39,1,2,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出POI名称与指数，呈现热门POI访问热度排序,"排序, POI名称, 指数",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 森林公园南码头 / 2650 /  / 奥林匹克公园
TBL-REVIEW-0118,TBL-00118,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,40,1,4,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出POI名称与指数，呈现热门POI访问热度排序,"排序, POI名称, 指数",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 北京信托b座 / 4138 /  / 奥林匹克公园 | 2 / 特立·奥森国际体育文化中心 / 4051 /  / 奥林匹克公园
TBL-REVIEW-0119,TBL-00119,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,41,1,4,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出POI名称、指数及扩展信息，呈现热门POI访问热度排序,"排序, POI名称, 指数, 人均消费",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 咿道南门涮肉(奥森店) / 2915 / 人均消费92元 / 奥林匹克公园 | 2 / 新净雅(国家网球中心店) / 2733 / 人均消费231元 / 奥林匹克公园
TBL-REVIEW-0120,TBL-00120,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,42,1,11,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出企业POI名称与指数，呈现热门POI访问热度排序,"排序, POI名称, 指数",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 天九共享控股集团有限公司 / 3795 /  / 奥林匹克公园 | 2 / 北京世奥森林公园开发经营有限公司 / 3025 /  / 奥林匹克公园
TBL-REVIEW-0121,TBL-00121,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,43,1,7,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出POI名称与指数，呈现热门POI访问热度排序,"排序, POI名称, 指数",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 跑步俱乐部(奥林匹克森林公园店) / 3377 /  / 奥林匹克公园 | 2 / 罗森(奥林匹克森林公园北园店) / 3162 /  / 奥林匹克公园
TBL-REVIEW-0123,TBL-00123,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,45,1,5,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出咖啡店等POI及其指数，反映POI访问热度。,"['POI名称', '指数']",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 漫咖啡(国家网球中心店) / 2861 /  / 奥林匹克公园 | 2 / 动森咖啡 / 2350 /  / 奥林匹克公园
TBL-REVIEW-0124,TBL-00124,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,46,1,3,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出运动场馆等POI及其指数，反映POI访问热度。,"['POI名称', '指数']",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 国家网球中心莲花球场 / 4313 /  / 奥林匹克公园 | 2 / 悦健达专项体能·康复·普拉提运动中心 / 1544 /  / 奥林匹克公园
TBL-REVIEW-0128,TBL-00128,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,50,1,11,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出景区POI及其指数，反映POI访问热度。,"['POI名称', '指数', '景区级别aaaaa']",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 北京奥林匹克公园 / 6744 / 景区级别aaaaa / 奥林匹克公园 | 2 / 奥林匹克森林公园 / 6392 / 景区级别aaaaa / 奥林匹克公园
TBL-REVIEW-0130,TBL-00130,20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,52,1,5,5,poi_hot_visit,high,P0_second_evidence_candidate,candidate_for_second_evidence_review,table_sampling,draft,表格列出学校、运动中心等POI及其指数，反映POI访问热度。,"['POI名称', '指数']",排序 / POI名称 / 指数 / 扩展信息 / 商圈 | 1 / 清华大学附属中学(奥森校区) / 3940 /  / 奥林匹克公园 | 2 / 冰丝带国际运动表现中心 / 2376 /  / 奥林匹克公园
